bc11	5	[004]	[004_001]	Loại 1	1_5_004	00:00:10:29	bc11_5_004_004_001.avi
da1	7	[1811]	[029]		1_7_1811	00:01:14:18	da1_7_1811_029.avi
da1	7	[1811]	[030]		1_7_1811	00:01:19:20	da1_7_1811_030.avi
da1	7	[1811]	[031]		1_7_1811	00:01:22:19	da1_7_1811_031.avi
da1	7	[1811]	[032]		1_7_1811	00:01:24:22	da1_7_1811_032.avi
da1	7	[1811]	[033]		1_7_1811	00:01:26:20	da1_7_1811_033.avi
da1	7	[1811]	[034]		1_7_1811	00:01:31:00	da1_7_1811_034.avi
da1	7	[1811]	[035]		1_7_1811	00:01:32:25	da1_7_1811_035.avi
da1	7	[1811]	[036]		1_7_1811	00:01:35:18	da1_7_1811_036.avi
da1	7	[1811]	[037]		1_7_1811	00:01:37:02	da1_7_1811_037.avi
da1	7	[1811]	[038]		1_7_1811	00:01:39:03	da1_7_1811_038.avi
da1	7	[1811]	[039]		1_7_1811	00:01:42:12	da1_7_1811_039.avi
da1	7	[1811]	[040]		1_7_1811	00:01:44:14	da1_7_1811_040.avi
da1	7	[1811]	[041]		1_7_1811	00:01:47:00	da1_7_1811_041.avi
da1	7	[1811]	[042]		1_7_1811	00:01:48:07	da1_7_1811_042.avi
da1	7	[1811]	[043]		1_7_1811	00:01:51:15	da1_7_1811_043.avi
da1	7	[1811]	[044]		1_7_1811	00:01:54:11	da1_7_1811_044.avi
da1	7	[1812]	[001]		1_7_1812	00:00:00:00	da1_7_1812_001.avi
da1	7	[1812]	[002]		1_7_1812	00:00:04:05	da1_7_1812_002.avi
da1	7	[1812]	[003]		1_7_1812	00:00:07:13	da1_7_1812_003.avi
da1	7	[1812]	[004]		1_7_1812	00:00:12:16	da1_7_1812_004.avi
da1	7	[1812]	[005]		1_7_1812	00:00:18:18	da1_7_1812_005.avi
da1	7	[1812]	[006]		1_7_1812	00:00:20:21	da1_7_1812_006.avi
da1	7	[1812]	[007]		1_7_1812	00:00:30:01	da1_7_1812_007.avi
da1	7	[1812]	[008]		1_7_1812	00:00:33:22	da1_7_1812_008.avi
da1	7	[1812]	[009]		1_7_1812	00:00:38:08	da1_7_1812_009.avi
da1	7	[1812]	[010]		1_7_1812	00:00:41:04	da1_7_1812_010.avi
da1	7	[1812]	[011]		1_7_1812	00:00:43:06	da1_7_1812_011.avi
da1	7	[1812]	[012]		1_7_1812	00:00:45:15	da1_7_1812_012.avi
da1	7	[1812]	[013]		1_7_1812	00:00:47:24	da1_7_1812_013.avi
da1	7	[1812]	[014]		1_7_1812	00:00:50:06	da1_7_1812_014.avi
da1	7	[1812]	[015]		1_7_1812	00:00:52:21	da1_7_1812_015.avi
da1	7	[1812]	[016]		1_7_1812	00:00:55:19	da1_7_1812_016.avi
da1	7	[1812]	[017]		1_7_1812	00:00:58:06	da1_7_1812_017.avi
da1	7	[1812]	[018]		1_7_1812	00:01:03:29	da1_7_1812_018.avi
da1	7	[1812]	[019]		1_7_1812	00:01:06:10	da1_7_1812_019.avi
da1	7	[1812]	[020]		1_7_1812	00:01:08:12	da1_7_1812_020.avi
da2	1	[001]	[001]	Loại 1	2_1_001	00:00:37:00	da2_1_001_001.avi
da2	1	[005]	[001]	Loại 1	2_1_005	00:00:23:15	da2_1_005_001.avi
da2	1	[006]	[001]	Loại 2	2_1_006	00:00:24:00	da2_1_006_001.avi
da2	1	[006]	[002]	Loại 2	2_1_006	00:00:25:15	da2_1_006_002.avi
da2	1	[006]	[003]	Loại 2	2_1_006	00:00:58:23	da2_1_006_003.avi
da2	1	[010]	[001]	Loại 2	2_1_010	00:00:28:05	da2_1_010_001.avi
da2	1	[010]	[003]	Loại 2	2_1_010	00:00:36:24	da2_1_010_003.avi
da2	1	[010]	[004]	Loại 2	2_1_010	00:00:39:06	da2_1_010_004.avi
da2	1	[010]	[005]	Loại 2	2_1_010	00:00:43:18	da2_1_010_005.avi
da2	1	[010]	[006]	Loại 2	2_1_010	00:00:57:10	da2_1_010_006.avi
da2	1	[010]	[007]	Loại 2	2_1_010	00:01:01:20	da2_1_010_007.avi
da2	1	[010]	[008]	Loại 2	2_1_010	00:01:03:07	da2_1_010_008.avi
da2	1	[010]	[009]	Loại 2	2_1_010	00:01:13:23	da2_1_010_009.avi
da2	1	[010]	[010]	Loại 2	2_1_010	00:01:35:05	da2_1_010_010.avi
da2	1	[010]	[011_20F]	Loại 2	2_1_010	00:01:40:00	da2_1_010_011_20F.avi
da2	1	[010]	[012]	Loại 2	2_1_010	00:01:55:20	da2_1_010_012.avi
da2	1	[010]	[013]	Loại 2	2_1_010	00:02:48:08	da2_1_010_013.avi
da2	1	[011]	[002]	Loại 1	2_1_011	00:01:10:08	da2_1_011_002.avi
da2	1	[011]	[003]	Loại 1	2_1_011	00:02:26:07	da2_1_011_003.avi
da2	1	[011]	[004]	Loại 1	2_1_011	00:02:31:10	da2_1_011_004.avi
da2	1	[011]	[005]	Loại 1	2_1_011	00:03:31:07	da2_1_011_005.avi
da2	1	[013]	[001]	Loại 2	2_1_013	00:00:38:08	da2_1_013_001.avi
da2	1	[013]	[002]	Loại 2	2_1_013	00:00:40:12	da2_1_013_002.avi
da2	1	[013]	[003]	Loại 2	2_1_013	00:00:52:10	da2_1_013_003.avi
da2	1	[013]	[004]	Loại 2	2_1_013	00:00:54:22	da2_1_013_004.avi
da2	1	[013]	[006]	Loại 2	2_1_013	00:01:07:10	da2_1_013_006.avi
da2	1	[016]	[002]	Loại 2	2_1_016	00:01:14:06	da2_1_016_002.avi
da2	1	[016]	[003]	Loại 2	2_1_016	00:01:30:08	da2_1_016_003.avi
da2	1	[017]	[002]	Loại 2	2_1_017	00:00:56:23	da2_1_017_002.avi
da2	1	[017]	[003]	Loại 2	2_1_017	00:00:59:00	da2_1_017_003.avi
da2	1	[017]	[004]	Loại 2	2_1_017	00:01:00:22	da2_1_017_004.avi
da2	1	[019]	[001]		2_1_019	00:03:01:00	da2_1_019_001.avi
da2	3	[001]	[001]	Loai 1	2_3_001	00:00:43:07	da2_3_001_001.avi
da2	3	[001]	[002]	Loai 1	2_3_001	00:00:46:15	da2_3_001_002.avi
da4	1	[069]	[001_15F]	Loại 2	4_1_069	00:00:21:11	da4_1_069_001_15F.avi
da4	1	[073]	[001]	Loại 1	4_1_073	00:00:07:07	da4_1_073_001.avi
da4	1	[073]	[002_20F]	Loại 1	4_1_073	00:00:13:24	da4_1_073_002_20F.avi
da4	1	[073]	[003]	Loại 1	4_1_073	00:00:27:08	da4_1_073_003.avi
da4	1	[073]	[004]	Loại 1	4_1_073	00:00:30:06	da4_1_073_004.avi
da4	1	[074]	[001]	Loại 1	4_1_074	00:00:11:12	da4_1_074_001.avi
da4	1	[074]	[002]	Loại 1	4_1_074	00:02:31:13	da4_1_074_002.avi
da4	1	[074]	[003]	Loại 1	4_1_074	00:01:10:12	da4_1_074_003.avi
da4	1	[074]	[004]	Loại 1	4_1_074	00:02:26:11	da4_1_074_004.avi
da4	1	[076]	[001]	Loại 2	4_1_076	00:00:38:08	da4_1_076_001.avi
da4	1	[076]	[002]	Loại 2	4_1_076	00:00:40:17	da4_1_076_002.avi
da4	1	[076]	[004]	Loại 2	4_1_076	00:00:52:12	da4_1_076_004.avi
da4	1	[076]	[007]	Loại 2	4_1_076	00:01:07:13	da4_1_076_007.avi
da4	1	[077]	[001]	Loại 1	4_1_077	00:00:33:01	da4_1_077_001.avi
da4	1	[079]	[001]	Loại 1	4_1_079	00:00:04:17	da4_1_079_001.avi
da4	1	[079]	[002]	Loại 1	4_1_079	00:00:05:17	da4_1_079_002.avi
da4	1	[079]	[005]	Loại 1	4_1_079	00:00:15:09	da4_1_079_005.avi
da4	1	[079]	[006]	Loại 1	4_1_079	00:00:16:08	da4_1_079_006.avi
da5	1	[098]	[002]	Loại 1	5_1_098	00:00:05:05	da5_1_098_002.avi
da5	1	[098]	[004]	Loại 1	5_1_098	00:00:45:13	da5_1_098_004.avi
da5	1	[098]	[005]	Loại 1	5_1_098	00:00:59:02	da5_1_098_005.avi
da5	1	[107]	[002]	Loại 1	5_1_107	00:00:35:13	da5_1_107_002.avi
da5	1	[107]	[003]	Loại 1	5_1_107	00:00:37:01	da5_1_107_003.avi
da5	1	[107]	[004]	Loại 1	5_1_107	00:00:39:10	da5_1_107_004.avi
da5	1	[107]	[005]	Loại 1	5_1_107	00:00:43:22	da5_1_107_005.avi
da5	1	[107]	[006]	Loại 1	5_1_107	00:00:57:13	da5_1_107_006.avi
da5	1	[107]	[008]	Loại 1	5_1_107	00:01:14:02	da5_1_107_008.avi
da5	1	[107]	[009]	Loại 1	5_1_107	00:01:33:20	da5_1_107_009.avi
da5	1	[107]	[010]	Loại 1	5_1_107	00:01:35:08	da5_1_107_010.avi
da5	1	[107]	[013]	Loại 1	5_1_107	00:02:47:08	da5_1_107_013.avi
da6	1	[203]	[002]	Loại 1	6_1_203	00:00:02:09	da6_1_203_002.avi
da6	1	[203]	[003]	Loại 1	6_1_203	00:00:13:04	da6_1_203_003.avi
da6	1	[203]	[004]	Loại 1	6_1_203	00:00:27:21	da6_1_203_004.avi
da6	1	[208]	[001]	Loại 1	6_1_208	00:00:56:22	da6_1_208_001.avi
da6	1	[208]	[002]	Loại 1	6_1_208	00:00:59:04	da6_1_208_002.avi
da6	1	[217]	[001_20f]	Loại 1	6_1_217	00:00:12:05	da6_1_217_001_20f.avi
da6	1	[217]	[002]	Loại 1	6_1_217	00:00:14:19	da6_1_217_002.avi
da6	1	[218]	[001_36f]	Loại 1	6_1_218	00:00:06:17	da6_1_218_001_36f.avi
da6	1	[218]	[002]	Loại 1	6_1_218	00:00:08:12	da6_1_218_002.avi
da6	1	[218]	[003]	Loại 1	6_1_218	00:00:11:19	da6_1_218_003.avi
da6	1	[220]	[001]	Loại 1	6_1_220	00:02:24:06	da6_1_220_001.avi
da6	1	[222]	[002]		6_1_222	00:00:38:02	da6_1_222_002.avi
da6	2	[001]	[003_ngoaiTr]	Loại 2	6_2_001	00:00:30:21	da6_2_001_003_ngoaiTr.avi
da6	2	[008]	[002_k_đ_kt]		6_2_008	00:01:38:06	da6_2_008_002_k_đ_kt.avi
da6	2	[009]	[001_k_đ_kt]		6_2_009	00:00:01:28	da6_2_009_001_k_đ_kt.avi
da6	2	[010]	[001_k_đ_kt]		6_2_010	00:00:33:06	da6_2_010_001_k_đ_kt.avi
da6	2	[011]	[001]	Loại 1	6_2_011	00:00:23:24	da6_2_011_001.avi
da6	2	[011]	[002]	Loại 1	6_2_011	00:00:27:21	da6_2_011_002.avi
da6	2	[011]	[003]	Loại 1	6_2_011	00:00:30:00	da6_2_011_003.avi
da6	2	[011]	[004]	Loại 1	6_2_011	00:00:39:16	da6_2_011_004.avi
da6	2	[011]	[005]	Loại 1	6_2_011	00:00:45:22	da6_2_011_005.avi
da6	2	[014]	[001_phim]	Loại 2	6_2_014	00:00:45:03	da6_2_014_001_phim.avi
da6	2	[015]	[002]	Loại 1	6_2_015	00:00:53:22	da6_2_015_002.avi
da6	2	[015]	[003]	Loại 1	6_2_015	00:00:56:14	da6_2_015_003.avi
da6	2	[015]	[005]	Loại 1	6_2_015	00:01:17:10	da6_2_015_005.avi
da6	2	[015]	[006]	Loại 1	6_2_015	00:01:21:18	da6_2_015_006.avi
da6	2	[015]	[007]	Loại 1	6_2_015	00:01:24:03	da6_2_015_007.avi
da6	2	[020]	[002]	Loại 1	6_2_020	00:00:24:16	da6_2_020_002.avi
da7	1	[192]	[001_15F]	Loại 1	7_1_192	00:00:00:00	da7_1_192_001_15F.avi
da7	1	[192]	[002]	Loại 1	7_1_192	00:00:09:07	da7_1_192_002.avi
da7	1	[192]	[004]	Loại 1	7_1_192	00:00:30:12	da7_1_192_004.avi
da7	1	[192]	[005]	Loại 1	7_1_192	00:00:11:19	da7_1_192_005.avi
da7	1	[192]	[006]	Loại 1	7_1_192	00:00:02:08	da7_1_192_006.avi
da7	1	[196]	[002]	Loại 1	7_1_196	00:00:05:08	da7_1_196_002.avi
da7	1	[196]	[003]	Loại 1	7_1_196	00:00:31:06	da7_1_196_003.avi
da7	1	[197]	[001]	Loại 1	7_1_197	00:00:11:01	da7_1_197_001.avi
da7	1	[197]	[002]	Loại 1	7_1_197	00:00:14:05	da7_1_197_002.avi
da7	1	[197]	[003]	Loại 2	7_1_197	00:00:16:00	da7_1_197_003.avi
da7	1	[197]	[004]	Loại 1	7_1_197	00:00:35:02	da7_1_197_004.avi
da7	2	[14]	[001]		7_2_14	00:00:03:25	da7_2_14_001.avi
da7	2	[14]	[002]		7_2_14	00:00:08:20	da7_2_14_002.avi
da7	2	[14]	[003]		7_2_14	00:00:07:00	da7_2_14_003.avi
da7	2	[14]	[004]		7_2_14	00:00:54:09	da7_2_14_004.avi
da7	2	[14]	[005]		7_2_14	00:00:55:27	da7_2_14_005.avi
da7	2	[15]	[001]	Loại 2	7_2_15	00:01:27:02	da7_2_15_001.avi
da7	2	[15]	[002]	Loại 2	7_2_15	00:02:59:17	da7_2_15_002.avi
da7	2	[18]	[001]	Loại 1	7_2_18	00:00:34:02	da7_2_18_001.avi
da7	2	[8]	[002]	Loại 1	7_2_8	00:00:14:13	da7_2_8_002.avi
da7	2	[8]	[003]	Loại 1	7_2_8	00:00:23:22	da7_2_8_003.avi
da7	2	[8]	[004]	Loại 1	7_2_8	00:00:25:11	da7_2_8_004.avi
da7	2	[8]	[005]	Loại 1	7_2_8	00:00:34:08	da7_2_8_005.avi
da7	7	[1695]	[001]	Loại 1	7_7_1695	00:00:00:13	da7_7_1695_001.avi
da7	7	[1695]	[002]	Loại 1	7_7_1695	00:00:02:05	da7_7_1695_002.avi
da7	7	[1695]	[003]	Loại 1	7_7_1695	00:00:04:06	da7_7_1695_003.avi
da7	7	[1695]	[004]	Loại 1	7_7_1695	00:00:06:18	da7_7_1695_004.avi
da7	7	[1695]	[005]	Loại 1	7_7_1695	00:00:08:03	da7_7_1695_005.avi
da7	7	[1695]	[006]	Loại 1	7_7_1695	00:00:09:29	da7_7_1695_006.avi
da7	7	[1695]	[007]	Loại 1	7_7_1695	00:00:12:04	da7_7_1695_007.avi
da7	7	[1695]	[008]	Loại 1	7_7_1695	00:00:14:09	da7_7_1695_008.avi
da7	7	[1695]	[009]	Loại 1	7_7_1695	00:00:18:09	da7_7_1695_009.avi
da7	7	[1695]	[010]	Loại 1	7_7_1695	00:00:20:16	da7_7_1695_010.avi
da7	7	[1695]	[011]	Loại 1	7_7_1695	00:00:22:26	da7_7_1695_011.avi
da7	7	[1695]	[012]	Loại 1	7_7_1695	00:00:39:08	da7_7_1695_012.avi
da7	7	[1695]	[013]	Loại 1	7_7_1695	00:00:42:21	da7_7_1695_013.avi
da7	7	[1695]	[014]	Loại 1	7_7_1695	00:00:45:05	da7_7_1695_014.avi
da7	7	[1695]	[015]	Loại 1	7_7_1695	00:00:50:19	da7_7_1695_015.avi
da7	7	[1695]	[016]	Loại 1	7_7_1695	00:01:00:07	da7_7_1695_016.avi
da7	7	[1696]	[001]	Loại 1	7_7_1696	00:00:00:10	da7_7_1696_001.avi
da7	7	[1696]	[002]	Loại 1	7_7_1696	00:00:02:20	da7_7_1696_002.avi
da7	7	[1696]	[003]	Loại 1	7_7_1696	00:00:07:25	da7_7_1696_003.avi
da8	1	[029]	[001]	loại 2	8_1_029	00:02:24:13	da8_1_029_001.avi
da8	1	[033]	[002]	loại 1	8_1_033	00:00:40:09	da8_1_033_002.avi
da8	1	[033]	[005]	loại 1	8_1_033	00:01:08:10	da8_1_033_005.avi
da8	1	[033]	[006]	loại 1	8_1_033	00:01:33:13	da8_1_033_006.avi
da8	1	[033]	[008]	loaại 1	8_1_033	00:02:24:04	da8_1_033_008.avi
da8	1	[034]	[007]	loại 2	8_1_034	00:01:13:24	da8_1_034_007.avi
da8	1	[036]	[001]	loại 1	8_1_036	00:00:07:08	da8_1_036_001.avi
da8	1	[036]	[002]	loại 2	8_1_036	00:00:13:18	da8_1_036_002.avi
da8	1	[036]	[003]	loại 1	8_1_036	00:00:27:09	da8_1_036_003.avi
da8	1	[036]	[004]	loại 1	8_1_036	00:00:30:08	da8_1_036_004.avi
da8	1	[037]	[001]	loại 2	8_1_037	00:00:07:10	da8_1_037_001.avi
da8	1	[037]	[003]	loại 2	8_1_037	00:00:11:00	da8_1_037_003.avi
da8	1	[037]	[004]	loại 2	8_1_037	00:00:20:06	da8_1_037_004.avi
da8	1	[037]	[005]	loại 2	8_1_037	00:00:25:08	da8_1_037_005.avi
da8	1	[043]	[001]	loại 1	8_1_043	00:00:40:13	da8_1_043_001.avi
da8	1	[043]	[002]	loại 1	8_1_043	00:00:52:08	da8_1_043_002.avi
dn1	1	[112]	[002]	Loai 1	1_1_112	00:00:47:23	dn1_1_112_002.avi
dn1	1	[113]	[001]	Loai 1	1_1_113	00:00:05:01	dn1_1_113_001.avi
dn1	1	[114]	[001]	Loai 1	1_1_114	00:00:00:16	dn1_1_114_001.avi
dn1	1	[116]	[001]	Loai 1	1_1_116	00:00:00:00	dn1_1_116_001.avi
dn1	1	[117]	[001]	Loai 2	1_1_117	00:00:08:23	dn1_1_117_001.avi
dn1	1	[118]	[001]	Loai 1	1_1_118	00:00:30:05	dn1_1_118_001.avi
dn1	1	[118]	[002]	Loai 1	1_1_118	00:00:33:05	dn1_1_118_002.avi
dn1	1	[118]	[003]	Loai 1	1_1_118	00:00:45:23	dn1_1_118_003.avi
dn1	1	[120]	[002]	Loai 1	1_1_120	00:00:16:01	dn1_1_120_002.avi
dn1	1	[121]	[002_Lau]	Loai 1	1_1_121	00:00:12:19	dn1_1_121_002_Lau.avi
dn1	1	[123]	[002]	Loai 1	1_1_123	00:00:15:04	dn1_1_123_002.avi
dn1	1	[123]	[005]	Loai 1	1_1_123	00:01:20:24	dn1_1_123_005.avi
dn1	1	[123]	[006]	Loai 1	1_1_123	00:01:23:10	dn1_1_123_006.avi
dn1	1	[123]	[007]	Loai 1	1_1_123	00:01:39:26	dn1_1_123_007.avi
dn1	1	[125]	[002]	Loai 1	1_1_125	00:00:04:03	dn1_1_125_002.avi
dn1	1	[125]	[003]	Loai 1	1_1_125	00:00:19:10	dn1_1_125_003.avi
dn1	1	[131]	[001]	Loai 1	1_1_131	00:00:04:19	dn1_1_131_001.avi
dn1	1	[131]	[002]	Loai 1	1_1_131	00:00:05:26	dn1_1_131_002.avi
dn1	1	[131]	[003_Co Chu]	Loai 1	1_1_131	00:00:10:23	dn1_1_131_003_Co Chu.avi
dn1	1	[132]	[002]	Loai 1	1_1_132	00:00:11:13	dn1_1_132_002.avi
dn1	2	[004]	[001(phim)]	Loai 1	1_2_004	00:00:17:09	dn1_2_004_001(phim).avi
dn1	4	[002]	[006]	Loai 1	1_4_002	00:01:02:18	dn1_4_002_006.avi
dn1	4	[002]	[007]	Loai 1	1_4_002	00:01:04:09	dn1_4_002_007.avi
dn1	4	[005]	[002]	Loai 2	1_4_005	00:01:03:23	dn1_4_005_002.avi
dn1	4	[005]	[003]	Loai 1	1_4_005	00:01:16:02	dn1_4_005_003.avi
dn1	4	[007]	[008]	Loai 1	1_4_007	00:03:59:06	dn1_4_007_008.avi
dn1	4	[007]	[009]	Loai 1	1_4_007	00:04:00:03	dn1_4_007_009.avi
dn1	4	[007]	[011]	Loai 1	1_4_007	00:04:10:10	dn1_4_007_011.avi
dn1	4	[009]	[001]	Loai 2	1_4_009	00:00:14:28	dn1_4_009_001.avi
dn2	1	[011]	[003]	Loại 1	2_1_011	00:02:21:23	dn2_1_011_003.avi
dn2	1	[012]	[001]	Loại 1	2_1_012	00:00:05:12	dn2_1_012_001.avi
dn2	1	[012]	[002]	Loại 1	2_1_012	00:00:21:20	dn2_1_012_002.avi
dn2	1	[013]	[002_20F]	Loại 2	2_1_013	00:00:37:20	dn2_1_013_002_20F.avi
dn2	1	[017]	[001]	Loại 2	2_1_017	00:00:05:03	dn2_1_017_001.avi
dn2	1	[017]	[002]	Loại 2	2_1_017	00:00:07:18	dn2_1_017_002.avi
dn2	1	[017]	[003]	Loại 2	2_1_017	00:00:11:05	dn2_1_017_003.avi
dn2	1	[017]	[005]	Loại 2	2_1_017	00:00:40:22	dn2_1_017_005.avi
dn2	1	[017]	[007]	Loại 2	2_1_017	00:01:07:16	dn2_1_017_007.avi
dn2	1	[017]	[009]	Loại 2	2_1_017	00:01:18:08	dn2_1_017_009.avi
dn2	1	[017]	[010]	Loại 2	2_1_017	00:01:25:23	dn2_1_017_010.avi
dn2	1	[017]	[011]	Loại 2	2_1_017	00:01:34:10	dn2_1_017_011.avi
dn2	1	[017]	[016]	Loại 2	2_1_017	00:02:35:08	dn2_1_017_016.avi
dn2	1	[018]	[001]	Loại 2	2_1_018	00:00:03:20	dn2_1_018_001.avi
dn2	1	[020]	[002]	Loại 1	2_1_020	00:00:17:12	dn2_1_020_002.avi
dn2	1	[020]	[003]		2_1_020	00:00:40:04	dn2_1_020_003.avi
dn2	1	[021]	[002]	Loại 1	2_1_021	00:00:02:03	dn2_1_021_002.avi
dn2	1	[021]	[007]	Loại 1	2_1_021	00:01:11:23	dn2_1_021_007.avi
dn2	3	[003]	[001]	Loại 2	2_3_003	00:03:45:10	dn2_3_003_001.avi
dn2	4	[007]	[001]	Loai 1	2_4_007	00:00:06:00	dn2_4_007_001.avi
dn3	1	[045]	[001]	loai 2	3_1_045	00:00:20:16	dn3_1_045_001.avi
dn3	1	[045]	[003]	loai 1	3_1_045	00:00:40:02	dn3_1_045_003.avi
dn3	1	[054]	[001]	loai 1	3_1_054	00:00:11:03	dn3_1_054_001.avi
dn3	1	[054]	[002]	loai 1	3_1_054	00:00:17:00	dn3_1_054_002.avi
dn3	1	[056]	[001]	loai 1	3_1_056	00:00:11:10	dn3_1_056_001.avi
dn3	1	[057]	[001]	loai 1	3_1_057	00:00:13:10	dn3_1_057_001.avi
dn3	1	[058]	[001]	loai 1	3_1_058	00:00:01:22	dn3_1_058_001.avi
dn3	1	[058]	[002]	loai 1	3_1_058	00:00:13:19	dn3_1_058_002.avi
dn3	1	[058]	[006]	loai 1	3_1_058	00:00:33:19	dn3_1_058_006.avi
dn3	1	[059]	[001]	loai 1	3_1_059	00:00:00:00	dn3_1_059_001.avi
dn3	1	[061]	[001]	loai 1	3_1_061	00:00:15:03	dn3_1_061_001.avi
dn3	3	[001]	[001]	loai 1	3_3_001	00:00:00:00	dn3_3_001_001.avi
dn3	3	[001]	[002]	loai 1	3_3_001	00:00:08:17	dn3_3_001_002.avi
dn4	1	[067]	[004]	Loại 1	4_1_067	00:00:08:22	dn4_1_067_004.avi
dn4	1	[067]	[005_20F]	Loại 1	4_1_067	00:00:09:08	dn4_1_067_005_20F.avi
dn4	1	[068]	[002]	Loại 1	4_1_068	00:00:13:21	dn4_1_068_002.avi
dn4	1	[068]	[003]	Loại 1	4_1_068	00:00:15:15	dn4_1_068_003.avi
dn4	1	[068]	[004]	Loại 1	4_1_068	00:00:20:22	dn4_1_068_004.avi
dn4	1	[068]	[005]	Loại 1	4_1_068	00:00:21:15	dn4_1_068_005.avi
dn4	1	[068]	[008]	Loại 1	4_1_068	00:00:43:17	dn4_1_068_008.avi
dn4	1	[068]	[009]	Loại 1	4_1_068	00:00:48:20	dn4_1_068_009.avi
dn4	1	[072]	[004]	Loại 1	4_1_072	00:00:32:08	dn4_1_072_004.avi
dn4	1	[074]	[002]	Loại 1	4_1_074	00:01:08:12	dn4_1_074_002.avi
dn4	1	[076]	[002]	Loại 1	4_1_076	00:00:27:10	dn4_1_076_002.avi
dn4	1	[079]	[002]	Loại 1	4_1_079	00:00:33:23	dn4_1_079_002.avi
dn4	1	[079]	[004]	Loại 1	4_1_079	00:00:44:22	dn4_1_079_004.avi
dn4	1	[079]	[005]	Loại 1	4_1_079	00:00:47:05	dn4_1_079_005.avi
dn4	4	[039]	[001]	Loại 1	4_4_039	00:00:21:22	dn4_4_039_001.avi
dn4	5	[043]	[001]	Loại 1	4_5_043	00:00:33:13	dn4_5_043_001.avi
dn4	5	[049]	[001]	Loại 1	4_5_049	00:00:14:00	dn4_5_049_001.avi
dn4	5	[056]	[001]	Loại 1	4_5_056	00:00:13:14	dn4_5_056_001.avi
dn5	1	[089]	[001]	Loại 1	5_1_089	00:00:00:00	dn5_1_089_001.avi
dn5	1	[089]	[003]	Loại 1	5_1_089	00:00:09:14	dn5_1_089_003.avi
dn5	1	[090]	[002]	Loại 1	5_1_090	00:00:03:14	dn5_1_090_002.avi
dn5	1	[090]	[005]	Loại 1	5_1_090	00:00:08:13	dn5_1_090_005.avi
dn5	1	[097]	[001]	Loại 1	5_1_097	00:00:04:14	dn5_1_097_001.avi
dn5	1	[097]	[004]	Loại 1	5_1_097	00:01:00:20	dn5_1_097_004.avi
dn5	1	[097]	[005]	Loại 1	5_1_097	00:01:17:13	dn5_1_097_005.avi
dn5	1	[097]	[006]	Loại 1	5_1_097	00:01:24:27	dn5_1_097_006.avi
dn5	1	[097]	[007]	Loại 1	5_1_097	00:01:26:06	dn5_1_097_007.avi
dn5	1	[107]	[001_18F]	Loại 1	5_1_107	00:00:01:05	dn5_1_107_001_18F.avi
dn5	1	[107]	[002]	Loại 2	5_1_107	00:00:17:20	dn5_1_107_002.avi
dn5	1	[108]	[003_20F]	Loại 1	5_1_108	00:00:25:01	dn5_1_108_003_20F.avi
dn5	1	[109]	[002]	Loại 1	5_1_109	00:00:17:19	dn5_1_109_002.avi
dn5	1	[110]	[001]	Loại 1	5_1_110	00:00:29:00	dn5_1_110_001.avi
dn5	1	[110]	[002]	Loại 1	5_1_110	00:00:40:02	dn5_1_110_002.avi
dn5	1	[110]	[003]	Loại 1	5_1_110	00:00:41:05	dn5_1_110_003.avi
dn5	4	[013]	[001]	Loại 1	5_4_013	00:00:24:04	dn5_4_013_001.avi
dn6	1	[199]	[003]	Loại 1	6_1_199	00:00:28:15	dn6_1_199_003.avi
dn6	1	[199]	[004]	Loại 1	6_1_199	00:00:33:18	dn6_1_199_004.avi
dn6	1	[201]	[001]	Loại 1	6_1_201	00:00:11:17	dn6_1_201_001.avi
dn6	1	[201]	[002]	Loại 2	6_1_201	00:00:13:00	dn6_1_201_002.avi
dn6	1	[203]	[003]	Loại 1	6_1_203	00:00:29:24	dn6_1_203_003.avi
dn6	1	[205]	[001]	Loại 1	6_1_205	00:00:01:13	dn6_1_205_001.avi
dn6	1	[205]	[002]	Loại 1	6_1_205	00:00:06:06	dn6_1_205_002.avi
dn6	1	[205]	[003]	Loại 1	6_1_205	00:00:07:06	dn6_1_205_003.avi
dn6	1	[205]	[004]	Loại 1	6_1_205	00:00:11:04	dn6_1_205_004.avi
dn6	1	[205]	[005]	Loại 1	6_1_205	00:00:13:19	dn6_1_205_005.avi
dn6	1	[205]	[006]	Loại 1	6_1_205	00:00:16:08	dn6_1_205_006.avi
dn6	1	[205]	[007]	Loại 1	6_1_205	00:00:24:07	dn6_1_205_007.avi
dn6	1	[205]	[008]	Loại 1	6_1_205	00:00:26:11	dn6_1_205_008.avi
dn6	1	[205]	[009]	Loại 1	6_1_205	00:00:28:23	dn6_1_205_009.avi
dn6	1	[205]	[010]	Loại 1	6_1_205	00:00:31:15	dn6_1_205_010.avi
dn6	1	[206]	[001]	Loại 1	6_1_206	00:00:28:21	dn6_1_206_001.avi
dn6	1	[206]	[002]	Loại 1	6_1_206	00:00:42:18	dn6_1_206_002.avi
dn6	1	[208]	[001]	Loại 1	6_1_208	00:00:05:04	dn6_1_208_001.avi
dn6	1	[208]	[002]	Loại 1	6_1_208	00:00:07:22	dn6_1_208_002.avi
dn6	1	[208]	[003]	Loại 1	6_1_208	00:00:11:08	dn6_1_208_003.avi
dn6	1	[208]	[004]	Loại 1	6_1_208	00:00:40:17	dn6_1_208_004.avi
